Customer Name,SurveyID for external use (e.g. tech support),Club's Name,Social Media Source,Creation Date,Comment,Overall Score
**,cljftw7zx2d7h09a85c9w5v5,New York Clinic,Facebook,08/29/24 07:48,"Treatment quality was exceptional, the doctor explained every step clearly.",5
**,7a7n2xo81o0xuyrryoxdgyd6,New York Clinic,Twitter,09/07/24 10:51,"Treatment quality was exceptional, the doctor explained every step clearly.",4
**,rbslu57rrf14umu780vokdm2,Chicago Health Hub,Twitter,05/14/24 23:38,"Treatment quality was exceptional, the doctor explained every step clearly.",5
**,ry6pwfjcc1nju4t0u6g2vtw0,Chicago Health Hub,Facebook,06/19/24 04:11,"Treatment quality was exceptional, the doctor explained every step clearly.",1
**,rckgm1y2w2jnngmv9uocyghh,Cambridge Leisure Park,Twitter,07/20/24 15:38,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",1
**,z0nyi2bw43aw76r4cejv0lid,Dallas Care,Twitter,03/19/24 22:50,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,5meygt865t665b1fi56ztrwz,Cheshunt Brookfield Shopping Park,Instagram,11/09/24 05:53,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",5
**,8urdv4vt1qdtk4lvmjoxrlsr,Dallas Care,Facebook,10/07/25 16:39,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3
**,3cwa0zx3clhcc26854m1kx6f,Chicago Health Hub,Google Reviews,12/23/24 00:12,Nurse was extremely friendly and made me feel comfortable during the procedure.,5
**,jf9rgao3mty1bp7121suvd1y,Manchester Health Hub,Twitter,07/18/24 01:43,Doctor specialized in cardiology and provided detailed advice for my condition.,2
**,jaxgfqtpgla1ch0vaswian95,Los Angeles Center,Facebook,01/24/24 14:09,Prices for the consultation were too high compared to other clinics.,1
**,0duxtd2si4wfjsyh8k4rn64m,Cambridge Leisure Park,Instagram,08/22/24 12:36,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3
**,kbx1vwv2kwjmjy9bq81tx1ch,New York Clinic,Facebook,01/11/25 13:47,Prices for the consultation were too high compared to other clinics.,4
**,sbt1p8z04sgupx67ghgwbizg,London Holborn,Google Reviews,03/20/25 19:50,"Communication was clear and timely, received all updates via SMS and email.",1
**,vcqrunbxm3jkku0y9sa5dtkz,Chicago Health Hub,Instagram,06/18/25 18:23,"Treatment quality was exceptional, the doctor explained every step clearly.",4
**,x8ya085uw7e1iqmzahobknlx,Miami Wellness,Google Reviews,04/03/24 01:55,"Waiting times were too long, had to wait over an hour past my scheduled time.",5
**,u0up7aq323zlmdrj252ch59j,Birmingham Wellness,Facebook,10/15/24 16:18,"Nurse was rude and dismissive, barely answered my questions.",5
**,ztkl1kkqc3xm62j4mtwp4cn4,Miami Wellness,Twitter,04/15/24 13:41,"Nurse was rude and dismissive, barely answered my questions.",5
**,0xkw18k9z7eqaoqlqdk5wj50,New York Clinic,Instagram,09/12/25 16:43,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",1
**,6vjwaih2hc9kfweu0riq6ovu,Birmingham Wellness,Facebook,07/15/24 02:02,"Waiting time was minimal, I was seen within 10 minutes of arrival.",5
**,1a6npzd072entcg8oc7368wd,Manchester Health Hub,Instagram,02/28/24 10:11,Nurse was extremely friendly and made me feel comfortable during the procedure.,2
**,murtrooqvv6ahgosyacn3rnk,Leeds City Centre North,Facebook,05/18/25 14:24,"Nurse was rude and dismissive, barely answered my questions.",2
**,i0gz1ug9dfdukf9tqm8zptzb,Birmingham Wellness,Instagram,07/27/25 08:28,"Treatment quality was exceptional, the doctor explained every step clearly.",3
**,ya2vfgbufksm2wegm80bmn0e,Los Angeles Center,Facebook,07/26/25 04:02,"Communication was clear and timely, received all updates via SMS and email.",2
**,svuzu9aw4fjda9yddh943lsj,Birmingham Wellness,Google Reviews,01/16/25 16:51,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,2u5jauogwl3cbdhre67b3tx6,New York Clinic,Instagram,02/15/25 22:38,"Waiting time was minimal, I was seen within 10 minutes of arrival.",4
**,cfrlg8ebh7jgw26aad4kjjcr,Birmingham Wellness,Google Reviews,06/19/25 12:44,"Nurse was rude and dismissive, barely answered my questions.",5
**,fyujpiuyz9324xv21x0vr7t6,Manchester Health Hub,Twitter,09/21/24 16:50,"Communication was clear and timely, received all updates via SMS and email.",2
**,tchio8wlhvxunl179rqjl9ai,London Holborn,Google Reviews,02/13/25 21:52,Doctor specialized in cardiology and provided detailed advice for my condition.,2
**,n9owf2lu09utm5pf8fryoa9v,Los Angeles Center,Facebook,11/29/24 15:43,"Treatment quality was exceptional, the doctor explained every step clearly.",2
**,tkyol8r5doczlvcil7k82cm2,New York Clinic,Instagram,07/19/25 18:10,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,1u5uro10wk1lrnqizs0giap1,London Holborn,Instagram,04/17/24 06:34,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",5
**,7bdyao0ys3dkkww22hfmj9ne,Cheshunt Brookfield Shopping Park,Instagram,08/23/24 15:28,"Treatment quality was exceptional, the doctor explained every step clearly.",1
**,t7zwakatz6zmtfui5lm6drb1,Leeds City Centre North,Google Reviews,07/09/25 13:40,"Nurse was rude and dismissive, barely answered my questions.",4
**,cki1pr3zmjoboybkg7fhfg90,New York Clinic,Google Reviews,02/11/24 20:50,"Waiting times were too long, had to wait over an hour past my scheduled time.",2
**,ec2we9x4st30lbhe6bxpdiby,Birmingham Wellness,Google Reviews,08/16/25 12:04,Prices for the consultation were too high compared to other clinics.,2
**,cds9obik2l1oqe4ew8tyf78k,Los Angeles Center,Instagram,01/26/25 15:18,Doctor specialized in cardiology and provided detailed advice for my condition.,3
**,0xrijgt8o130mdvvha67gzch,Leeds City Centre North,Twitter,07/29/24 09:30,Nurse was extremely friendly and made me feel comfortable during the procedure.,3
**,48dvdcm9wfclxph9t64xnmtl,Cambridge Leisure Park,Twitter,07/25/25 07:10,"Waiting times were too long, had to wait over an hour past my scheduled time.",4
**,7ehwipnfhkybh1ox3wvat747,Chicago Health Hub,Google Reviews,03/11/24 17:47,"Treatment quality was exceptional, the doctor explained every step clearly.",3
**,yxe5687xz8aw33v5twiwtgmv,Cheshunt Brookfield Shopping Park,Twitter,08/01/25 22:38,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,9si643p7c5tgx7lcdp7s1hro,Birmingham Wellness,Instagram,03/31/25 08:10,"Waiting times were too long, had to wait over an hour past my scheduled time.",4
**,7dna46w05chplv5c6e85bmzb,Miami Wellness,Instagram,03/02/25 18:36,"Nurse was rude and dismissive, barely answered my questions.",5
**,l959r0e44wkdoek42kps0oeh,New York Clinic,Google Reviews,03/22/24 19:33,Prices for the consultation were too high compared to other clinics.,2
**,39c5glnmts3d18o8c5f0llpt,London Holborn,Instagram,12/19/24 02:47,Prices for the consultation were too high compared to other clinics.,1
**,2wb2plm3b2tn1t7hcwswdnsz,Manchester Health Hub,Facebook,01/12/25 04:56,"Communication was clear and timely, received all updates via SMS and email.",5
**,zta6rv0h0xrslzhuq84a1mpw,Liverpool Care Center,Facebook,04/05/24 16:26,"Communication was clear and timely, received all updates via SMS and email.",3
**,h0jvoaa7hz28dvc395gk7ocf,Dallas Care,Facebook,10/29/25 04:42,"Communication was clear and timely, received all updates via SMS and email.",2
**,d222bxexdjer1onwg7gfgkd7,Dallas Care,Twitter,09/04/25 05:00,Nurse was extremely friendly and made me feel comfortable during the procedure.,3
**,pm0nlmat7vf0633uiqquggoy,Dallas Care,Google Reviews,07/09/24 04:14,"Nurse was rude and dismissive, barely answered my questions.",2
**,nosa6qzde21uzy96kc8gtcy8,Chicago Health Hub,Twitter,06/12/25 11:35,Prices for the consultation were too high compared to other clinics.,1
**,wzznwuumwov59zsfcbv8e1ra,Dallas Care,Instagram,11/19/24 02:11,"Waiting times were too long, had to wait over an hour past my scheduled time.",1
**,g5wqaoagjtu1ckb0q3ylfjq0,Manchester Health Hub,Twitter,08/30/25 19:19,Doctor specialized in cardiology and provided detailed advice for my condition.,2
**,28kaw6hcl1d98coq1wni2ku8,Cambridge Leisure Park,Twitter,12/25/24 21:02,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4
**,x8fm17tkvz3mhnu1il4pyual,London Holborn,Facebook,10/27/24 14:22,Prices for the consultation were too high compared to other clinics.,4
**,ncqjv6hv552gbdw0tiodmno9,Birmingham Wellness,Instagram,05/31/24 20:45,Doctor specialized in cardiology and provided detailed advice for my condition.,3
**,m0tm1r2uasi543n5kseckt2e,Los Angeles Center,Twitter,09/29/25 20:14,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,sw19awmc0ye8qz7f3aoeqv7d,Birmingham Wellness,Twitter,10/19/25 23:59,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,hkixl8e1ait326z0vkxvjwd1,Manchester Health Hub,Twitter,10/18/24 03:46,"Communication was clear and timely, received all updates via SMS and email.",3
**,ra7jbgz8pq2dxkv5ls4mj9pi,London Holborn,Instagram,09/14/25 06:27,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,7b02416ybjpxnu61i57k5iij,Cheshunt Brookfield Shopping Park,Google Reviews,03/17/24 10:33,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,5f4d23qi1pdj41p5n21wm88o,Dallas Care,Twitter,05/30/24 14:01,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,zddbefzyzx7ivutwagqlr2y6,Miami Wellness,Google Reviews,02/20/25 12:46,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,gbniano4vzgk8fb6h1y1sr19,Manchester Health Hub,Twitter,12/23/24 17:34,Doctor specialized in cardiology and provided detailed advice for my condition.,4
**,xm79foa7ub7z78cc2fm1shv7,Cambridge Leisure Park,Twitter,06/16/25 06:13,Doctor specialized in cardiology and provided detailed advice for my condition.,2
**,o9xv16w9yxazwilp1s68a5f3,Birmingham Wellness,Twitter,01/11/25 15:55,"Waiting time was minimal, I was seen within 10 minutes of arrival.",5
**,o0dbyjzuliews5dg5emulj3o,Leeds City Centre North,Instagram,06/14/25 02:59,"Waiting times were too long, had to wait over an hour past my scheduled time.",1
**,2ub13kcaqji5a1g4bsoisngp,Birmingham Wellness,Google Reviews,06/27/24 14:56,"Waiting time was minimal, I was seen within 10 minutes of arrival.",4
**,dc2ai5clwcs0wn3b0myt1x4c,Liverpool Care Center,Instagram,03/04/24 21:23,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,fdofk22v5gog7oevqed43b8w,Cheshunt Brookfield Shopping Park,Google Reviews,08/31/24 04:08,Doctor specialized in cardiology and provided detailed advice for my condition.,5
**,ofnailx6v2xj90s796saseup,Cheshunt Brookfield Shopping Park,Instagram,06/23/24 04:26,"Waiting time was minimal, I was seen within 10 minutes of arrival.",4
**,z1zc4d2f0rw3fstz60uolfby,Cambridge Leisure Park,Google Reviews,01/30/24 15:28,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,d9mwd8ei8ir9ko6xvg8lwpzx,Los Angeles Center,Instagram,08/18/24 08:22,"Communication was clear and timely, received all updates via SMS and email.",3
**,mvkklpbmonloynrni2ixa7q1,Leeds City Centre North,Facebook,05/19/25 00:18,"Waiting times were too long, had to wait over an hour past my scheduled time.",4
**,veqp5pqr04wkz7b7bxtc1y3o,New York Clinic,Twitter,01/14/24 13:06,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,ydxcl32pkbf2ukyo4dajn1dz,Leeds City Centre North,Facebook,04/18/25 01:41,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,jxzdnh9s9txdd0f8yaevg6lt,Manchester Health Hub,Twitter,02/29/24 22:51,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,7wt1fg0qrs6ffwlgp6k540o9,Dallas Care,Twitter,06/03/25 10:05,"Treatment quality was exceptional, the doctor explained every step clearly.",2
**,xib03gnm7kazgcukhm6fxczq,Manchester Health Hub,Twitter,10/08/24 09:54,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3
**,jz0a6fneneb39m2y1ofxglae,Manchester Health Hub,Twitter,04/25/24 23:51,"Waiting times were too long, had to wait over an hour past my scheduled time.",3
**,a64mfluzb2qwm89qu1dczz2o,Cambridge Leisure Park,Instagram,08/20/25 16:04,"Nurse was rude and dismissive, barely answered my questions.",5
**,9xqsb3w15mlt7tbl9d7bm96m,New York Clinic,Twitter,09/05/25 19:56,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,fyebg6sqk392vp4slz4nljda,Manchester Health Hub,Facebook,07/25/25 22:21,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,vqdwsgv80aeu1e2hg9tg9mzg,Birmingham Wellness,Facebook,10/07/25 11:24,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,s0ob7chk3rh8f3l8h21vo9qx,Birmingham Wellness,Instagram,09/10/25 06:52,"Treatment quality was exceptional, the doctor explained every step clearly.",5
**,pzvcmugb4h5lqli9weucc28i,New York Clinic,Instagram,05/24/25 00:46,Prices for the consultation were too high compared to other clinics.,1
**,nmvrvdq3cljyvjj7woizrkr3,Cambridge Leisure Park,Google Reviews,05/15/25 08:44,"Communication was clear and timely, received all updates via SMS and email.",1
**,ex550n6npo8558p83p0n347x,Miami Wellness,Google Reviews,03/10/25 20:22,"Waiting times were too long, had to wait over an hour past my scheduled time.",4
**,y2kb1ghtjs8y0xfensvjiqk1,Chicago Health Hub,Twitter,10/29/25 17:36,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,rm5ymhvtlneqdvplxvcvtavn,Miami Wellness,Google Reviews,01/07/25 18:52,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,s0kzbffeuf59v480rnqafmq8,Leeds City Centre North,Twitter,12/07/24 06:33,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",1
**,c3hazh2xdh16qgu7eor3syv0,Leeds City Centre North,Twitter,05/09/25 15:30,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,cdsja5f06dypmz98bmbhr4kl,Los Angeles Center,Instagram,01/18/25 09:58,"Communication was clear and timely, received all updates via SMS and email.",1
**,rh1q678wjp44untw2lq3m7f2,Miami Wellness,Instagram,01/27/25 23:43,Prices for the consultation were too high compared to other clinics.,5
**,blezuul5vz0mkgrgc66b4q6j,Dallas Care,Twitter,07/28/25 08:54,Prices for the consultation were too high compared to other clinics.,3
**,9fzh8932m9g4wbq09o8im9bp,Leeds City Centre North,Instagram,03/26/24 23:24,Prices for the consultation were too high compared to other clinics.,3
**,rigpgy8p8k3ncvvrfk7peudx,Chicago Health Hub,Facebook,04/21/25 16:23,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,dwubegjpkkiwu3qlrscyftfb,Los Angeles Center,Instagram,07/25/25 02:26,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,qoie4vlv8p8vdxv00q0tdjz7,Los Angeles Center,Facebook,09/02/24 02:24,"Nurse was rude and dismissive, barely answered my questions.",3
**,qubnnc9koloqo2j33dn2ujju,Manchester Health Hub,Google Reviews,01/09/25 01:26,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,lo3u0qzgj08a5lka29hzir3x,Leeds City Centre North,Facebook,01/23/24 16:03,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",1
**,vzeitizoqiqe73kcnhnleuei,Leeds City Centre North,Facebook,01/09/25 23:10,Doctor specialized in cardiology and provided detailed advice for my condition.,2
**,u6juuzne9xgwki7odlcj2mw2,Dallas Care,Google Reviews,07/29/24 04:04,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,g44um4vhyzx4xsd98ldura5c,Manchester Health Hub,Instagram,05/26/25 13:46,"Treatment quality was exceptional, the doctor explained every step clearly.",1
**,nmz9czn3sxi2zpvlhnymp4yc,Chicago Health Hub,Twitter,01/03/24 12:16,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4
**,8i8xdqrj7f2e1lirt4a6ifoh,Dallas Care,Instagram,08/08/24 06:41,"Nurse was rude and dismissive, barely answered my questions.",5
**,5odqh99e4gb3z5cws1quclli,Manchester Health Hub,Facebook,02/14/24 20:02,"Waiting time was minimal, I was seen within 10 minutes of arrival.",5
**,p6m6kbplsv82r3ia45ytj8s1,Leeds City Centre North,Instagram,10/20/25 00:19,"Nurse was rude and dismissive, barely answered my questions.",4
**,oafdynlqxlocchfu3x81xk2z,Los Angeles Center,Instagram,03/27/25 16:11,"Waiting times were too long, had to wait over an hour past my scheduled time.",2
**,owmlbu4p090hxrqo3d83qqa4,Los Angeles Center,Google Reviews,03/31/24 16:18,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,ibixrlpm3mjabgy9w3ymvtr0,Dallas Care,Facebook,04/01/24 21:26,Nurse was extremely friendly and made me feel comfortable during the procedure.,2
**,dkty5m84qs0a7wrqe8p3dtqx,Manchester Health Hub,Facebook,06/07/24 13:16,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,f0msf5eqob4gv7dx185rw0iy,London Holborn,Google Reviews,02/19/24 09:38,"Treatment quality was exceptional, the doctor explained every step clearly.",3
**,93kkcnpzpqyyznlsipuxxug6,Los Angeles Center,Twitter,08/17/24 23:58,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,z6z2by4as15pq23j9y2x47bd,Chicago Health Hub,Facebook,01/01/25 11:26,"Waiting times were too long, had to wait over an hour past my scheduled time.",1
**,t86i3an00u7zwlpcbsy204yb,Cheshunt Brookfield Shopping Park,Google Reviews,08/19/24 19:56,"Waiting time was minimal, I was seen within 10 minutes of arrival.",4
**,yum090nvx1jcpd6aj2sn2gld,Cheshunt Brookfield Shopping Park,Instagram,02/11/25 06:45,"Waiting times were too long, had to wait over an hour past my scheduled time.",4
**,wuczl1ujtgyxjx1idm5wtziz,Birmingham Wellness,Instagram,07/25/25 14:53,"Treatment quality was exceptional, the doctor explained every step clearly.",3
**,oe3wxj26ecapn3aphii44ga1,Dallas Care,Instagram,12/07/24 21:12,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",1
**,374x4dmm59wds40at6byv4t2,New York Clinic,Instagram,09/13/24 21:51,"Treatment quality was exceptional, the doctor explained every step clearly.",3
**,vjny9n7qw0qohtixnc3hbsx9,Los Angeles Center,Google Reviews,07/11/25 03:39,"Treatment quality was exceptional, the doctor explained every step clearly.",4
**,5xky9e9jadqahou95j65fl1c,Manchester Health Hub,Google Reviews,04/02/24 00:15,"Nurse was rude and dismissive, barely answered my questions.",1
**,s778zvyyio9dcbpdlrz67v2n,Liverpool Care Center,Google Reviews,07/26/24 10:41,Nurse was extremely friendly and made me feel comfortable during the procedure.,2
**,sq4u2hb45qck9cg2prhs0m3c,Manchester Health Hub,Facebook,01/27/24 23:40,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",5
**,fz89tkmze0qysj01eunhodgm,Manchester Health Hub,Google Reviews,02/05/25 06:22,"Waiting time was minimal, I was seen within 10 minutes of arrival.",4
**,ivyvvzz0fvstmmyrkq2au0bp,Cheshunt Brookfield Shopping Park,Twitter,02/02/24 10:18,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3
**,94n1sktd6smz56sbdm2ji3nq,Los Angeles Center,Instagram,03/22/25 15:45,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,ijxfjy2hnotdyurulo7q6b32,Liverpool Care Center,Google Reviews,06/12/24 12:30,"Treatment quality was exceptional, the doctor explained every step clearly.",4
**,wbo2hss6ozxpd2jddyhzogdc,Dallas Care,Google Reviews,11/04/24 20:39,"Nurse was rude and dismissive, barely answered my questions.",2
**,1ofqhk1ogkayfpwqlk0mud6y,Liverpool Care Center,Facebook,06/15/25 21:35,"Communication was clear and timely, received all updates via SMS and email.",5
**,ddh531m44f2lphnz5vj6kbmo,Miami Wellness,Google Reviews,11/19/24 20:50,"Treatment quality was exceptional, the doctor explained every step clearly.",1
**,mp9cx271m3vmvhzjtk0ygpgz,Los Angeles Center,Google Reviews,10/23/24 04:25,Doctor specialized in cardiology and provided detailed advice for my condition.,5
**,4cmemimkwdorrvmn5yer1h4z,Liverpool Care Center,Facebook,08/05/25 12:29,"Treatment quality was exceptional, the doctor explained every step clearly.",5
**,xspo0eplsr7ljur2wpxcq0ik,Miami Wellness,Facebook,06/29/24 05:19,Doctor specialized in cardiology and provided detailed advice for my condition.,4
**,eba3l9vj7cj4qtxntkb3v0ee,Cheshunt Brookfield Shopping Park,Facebook,09/20/24 07:56,Prices for the consultation were too high compared to other clinics.,2
**,m7v48muxoc09furziizcfklk,Liverpool Care Center,Twitter,09/21/24 01:12,"Nurse was rude and dismissive, barely answered my questions.",3
**,irrcctsxoc5xqakdm2yrbk4w,Birmingham Wellness,Instagram,01/06/24 03:04,"Communication was clear and timely, received all updates via SMS and email.",1
**,ab39v6lik19wgprirxrqe01d,Cambridge Leisure Park,Google Reviews,10/13/24 15:54,"Treatment quality was exceptional, the doctor explained every step clearly.",4
**,iia06js10sgtedeeczsdbr2m,Cheshunt Brookfield Shopping Park,Instagram,04/19/25 15:22,Prices for the consultation were too high compared to other clinics.,3
**,izjlug20o0avvvfygkq0jeyi,Los Angeles Center,Instagram,07/05/25 13:59,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,l4hup6vhlzgh4qkx8y9k3cyu,London Holborn,Instagram,09/24/24 07:16,"Waiting time was minimal, I was seen within 10 minutes of arrival.",4
**,ycqdcyf7grcrcmm07dpe465c,Birmingham Wellness,Facebook,09/23/25 17:49,"Waiting times were too long, had to wait over an hour past my scheduled time.",2
**,yua3i2cjf3rymbxkt8ra2e1h,Cambridge Leisure Park,Google Reviews,12/12/24 23:44,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,y4xhkt5hfk8gs94aybh30ge5,Los Angeles Center,Facebook,12/03/24 12:44,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,xt6e6zrtcbcae55lqixgcmea,Birmingham Wellness,Instagram,09/29/25 04:53,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",1
**,33geqctbglq00p5m7ixqhdpd,Liverpool Care Center,Instagram,10/01/24 17:39,"Nurse was rude and dismissive, barely answered my questions.",4
**,dl19xda1v55e6h2vzirn73pg,Leeds City Centre North,Google Reviews,12/16/24 13:43,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,lfmc89i76jjcl2tt7k9bnm4a,London Holborn,Twitter,03/18/24 11:42,Nurse was extremely friendly and made me feel comfortable during the procedure.,3
**,t9r8yli4vkzlccegizylc9z7,Chicago Health Hub,Instagram,01/05/24 07:24,Nurse was extremely friendly and made me feel comfortable during the procedure.,2
**,ecblemrrbi8jez5rnhvkzuv6,London Holborn,Facebook,01/15/25 12:42,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,o6l2k4gj0znjfxphkbzqpt51,Manchester Health Hub,Instagram,03/05/24 01:55,"Communication was clear and timely, received all updates via SMS and email.",3
**,tlocs9ikz5q96ik18qiv1ic6,Liverpool Care Center,Twitter,01/16/24 05:01,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",1
**,006an5791y97vxmhgx3o28gj,Miami Wellness,Google Reviews,04/15/25 13:21,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,ekf8szbi44ml3mak0gpfxgti,Manchester Health Hub,Instagram,06/25/24 02:03,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,fb6oh9s3objes7db35xar22i,Manchester Health Hub,Google Reviews,08/28/25 14:16,"Communication was clear and timely, received all updates via SMS and email.",4
**,8vvtzh5nzkv8ib54sfaogyl3,New York Clinic,Instagram,03/25/25 12:57,"Waiting times were too long, had to wait over an hour past my scheduled time.",5
**,cu1g8hoggyte0jdo8ux1gnj9,Chicago Health Hub,Google Reviews,09/13/24 21:08,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,5qbj8pzrh0swtoyo6241ljgw,Birmingham Wellness,Twitter,07/14/24 05:00,Doctor specialized in cardiology and provided detailed advice for my condition.,2
**,3u69ip4paiqmgt72kkyl7xry,Cheshunt Brookfield Shopping Park,Instagram,01/28/25 23:55,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,v29vqtquxacpzhf9uhvdxkpf,New York Clinic,Instagram,05/30/24 13:45,"Waiting time was minimal, I was seen within 10 minutes of arrival.",4
**,dsp8gkncbmp35pll3c05uh8k,Manchester Health Hub,Facebook,04/29/25 17:17,"Waiting times were too long, had to wait over an hour past my scheduled time.",3
**,k5qjugdnankj5xn5hlbrvje4,Los Angeles Center,Google Reviews,12/02/24 19:16,"Communication was clear and timely, received all updates via SMS and email.",1
**,hwj1hemrm8m92stclenprh02,Chicago Health Hub,Google Reviews,10/02/24 19:16,"Waiting times were too long, had to wait over an hour past my scheduled time.",1
**,shalqk3upqp4e3yek0zbqdil,Manchester Health Hub,Twitter,02/06/24 17:21,Prices for the consultation were too high compared to other clinics.,5
**,0ont3oj0ug95bq7imbokne97,Manchester Health Hub,Google Reviews,02/21/24 12:51,Nurse was extremely friendly and made me feel comfortable during the procedure.,2
**,rjux2h0tvsyk8i8z3pa3jc5c,Dallas Care,Facebook,06/21/24 10:46,Prices for the consultation were too high compared to other clinics.,5
**,49qqfvz9cgp9fjtyu2vi7jfn,Chicago Health Hub,Google Reviews,06/10/24 22:28,"Waiting time was minimal, I was seen within 10 minutes of arrival.",4
**,07di3hti4jqae1pam0sr1znq,Cheshunt Brookfield Shopping Park,Twitter,02/17/24 16:15,"Nurse was rude and dismissive, barely answered my questions.",2
**,nmg55gvkbmzurs950bhd6q1c,London Holborn,Instagram,08/09/25 09:48,Nurse was extremely friendly and made me feel comfortable during the procedure.,2
**,0l7r8w7ehfggbnbi29mxidyq,Dallas Care,Twitter,05/18/24 14:38,"Nurse was rude and dismissive, barely answered my questions.",5
**,6lidbb9zw1ncx8qfw78w4vgf,London Holborn,Facebook,09/21/24 20:46,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,op946nkoxphvi0i6r496y2oy,Cheshunt Brookfield Shopping Park,Twitter,09/17/25 08:06,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4
**,oukudqf6dspjbilzl0289p05,Leeds City Centre North,Instagram,02/26/25 01:40,"Treatment quality was exceptional, the doctor explained every step clearly.",2
**,ffdpt4mp0p40t7g4z4in4vvg,Miami Wellness,Instagram,04/22/24 08:59,Prices for the consultation were too high compared to other clinics.,1
**,t90hun7mbg6a023kvbe1l2i3,Liverpool Care Center,Google Reviews,02/23/25 14:57,"Nurse was rude and dismissive, barely answered my questions.",3
**,ky5d03m3wke5am5tkec90oa5,Cambridge Leisure Park,Instagram,08/31/25 18:38,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,4pedpfga6dcw3z9hc71rspfl,Cheshunt Brookfield Shopping Park,Instagram,03/18/24 04:50,Nurse was extremely friendly and made me feel comfortable during the procedure.,5
**,wpwldrh6y6vdbfzobfu2n9fe,Manchester Health Hub,Google Reviews,01/22/25 11:06,"Treatment quality was exceptional, the doctor explained every step clearly.",2
**,iiaw04cjsb3ctl8poavcn0ye,Los Angeles Center,Facebook,09/29/25 11:08,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3
**,25k0o4s0p29ja9e11s6a2wws,Liverpool Care Center,Twitter,07/20/24 12:17,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,whsczgc0otsagd07z29pwuqt,Los Angeles Center,Google Reviews,02/21/25 20:32,"Waiting time was minimal, I was seen within 10 minutes of arrival.",5
